0050003A,1084,851,263,530
0050004B,592,470,142,292
0050005A,733,587,212,329
0050014A,671,533,202,296
0050022A*,66,42,6,32
0050025B*,3,2,0,1
0050052A*,1,1,0,1
0050059A,1193,928,313,537
0050061A,1218,954,339,536
0070001A,925,708,209,427
0070004A,764,610,208,358
0070004C,405,334,140,164
0070004M*,94,75,31,39
0070006A,1231,980,460,426
0070027A*,1,1,1,0
0070041A,736,591,295,246
0070207A*,46,38,12,24
0080001B,1187,972,486,407
0080002A,1203,931,484,346
0080012A,1233,1011,433,495
0080021B,860,709,371,266
0080025A,1039,861,429,348
0080034A,1083,921,435,413
0080038A,1386,1122,518,509
0080047A,823,657,359,250
0080050A,1222,947,476,396
0080052A,1151,959,483,403
0080053A,1555,1253,554,583
0080070A,1265,1050,442,532
0090003A,1010,850,286,503
0090003B*,170,124,37,80
0090004A,755,628,224,371
0090005B*,121,77,28,36
0090006A*,52,30,12,18
0090007B*,3,4,1,3
0090007C*,3,3,1,2
0090011A*,56,40,26,11
0090012A*,5,5,0,5
0090014A*,3,4,1,3
0090016B*,21,16,4,10
0090018A*,339,251,78,161
0150001A,999,780,510,206
0150003B,911,563,400,106
0150004A,1301,980,579,322
0150005D*,0,1,0,1
0150007A,1455,966,688,173
0150008A,1327,909,671,162
0150011A,1336,971,648,249
0150012A,1219,823,568,177
0150014A,1360,768,500,172
0150015A,1018,687,429,199
0150016F,913,676,353,257
0150018A,897,651,460,152
0150021A,1057,713,440,187
0150022A,913,693,487,152
0150023A,1234,854,599,179
0150024A,821,554,391,103
0150025A,1108,695,475,152
0150030A,1341,890,604,189
0150032A,1278,869,544,240
0150032B*,14,15,10,3
0150033A,840,556,403,110
0150037A,1128,818,559,202
0150039A,1499,925,641,197
0150041A,644,422,282,103
0150041B,743,476,309,120
0150042A,908,585,394,133
0150044D,803,498,335,107
0150045A,755,467,283,128
0150049A,1232,685,411,187
0150051A,1365,756,480,192
0150055A,990,738,487,180
0150056A,1198,728,470,181
0150059B,1129,686,461,152
0150063A,629,371,252,79
0150064A,1316,878,608,182
0150067A,1013,693,389,213
0150075A,1151,795,479,230
0150079A,1136,789,470,213
0150080A,879,616,359,189
0180001A,939,738,522,148
0200001A,516,425,269,117
0200002A,719,574,244,294
0200003A,1556,1193,903,204
0200004A,1519,1271,703,492
0200007A,1144,870,516,283
0200008B,1065,774,567,158
0200013A,1411,1003,772,169
0200015A,1448,990,724,195
0200017A,1101,747,571,116
0200018A,1400,969,758,150
0200019B,933,602,431,126
0200022A,1418,1207,584,557
0200025B,1117,851,576,214
0200028A,1293,1092,661,347
0200031A*,3,1,1,0
0200032A,1364,1135,699,376
0200038B,1200,976,449,473
0200039A,1141,878,523,280
0200044A,1479,1063,605,344
0200051A,1530,1287,782,417
0200086A,1236,994,691,249
0200086B*,28,25,14,11
0200087A,1007,761,548,160
0200088B,1487,1111,765,255
0200090A,1168,902,635,227
0200091A,1342,988,691,223
0300002A,930,591,241,312
0300002C*,5,5,0,5
0300006B*,3,1,0,1
0350001A,935,692,262,369
0350003A,1299,762,444,220
0350005A,1174,822,301,450
0350007A,1085,744,282,404
0350008A,1234,912,369,466
0350009A,1374,1179,584,465
0350013A,1189,836,392,369
0350018A,1336,963,364,535
0350023A,1497,957,603,275
0350024A,1522,951,567,289
0350029B,1249,783,338,344
0350030A,1323,796,397,314
0350035A,1015,670,282,317
0350037A,1199,742,356,301
0350038A,1225,749,354,330
0350042A,1327,839,482,270
0350045B,1330,801,361,322
0350048A,1108,693,347,290
0350054A,1205,806,388,337
0350058A,1300,825,420,324
0350062B,1242,846,439,335
0350079A,1283,789,469,253
0350104A,1381,919,468,358
0400001A,810,538,401,99
0400002A,1134,777,424,282
0400004A,999,681,423,178
0400006A,1007,719,468,177
0400007A,1041,721,455,187
0400008A,1099,732,440,197
0400010A,1057,722,373,244
0450001A,1406,830,625,148
0450002A,1221,804,595,146
0450004A,1292,796,614,124
0450007A,1021,706,550,93
0450008A,610,440,336,63
0500001A,527,397,225,127
0500003A,1271,859,452,318
0520001A,1153,858,579,211
0520002A,1255,820,582,182
0520004A,798,635,390,186
0520005B,1015,699,461,178
0520007A,557,360,251,79
0520009A,806,591,368,176
0520009B,586,436,297,109
0520010A,1233,882,600,228
0520010B*,5,3,2,1
0550001A,244,215,145,53
0550001C,229,156,107,42
0550002A,790,569,359,168
0550006B*,263,204,88,95
0550008A,1113,745,533,170
0550009A,1263,859,582,191
0550010A,1211,902,645,192
0550010C*,0,1,1,0
0550010D,574,334,216,90
0550010E,271,128,104,17
0550011A,1189,908,499,339
0550012A,1050,751,522,183
0550023C*,204,88,72,10
0550024A,1028,660,448,156
0550025B,518,333,233,74
0550073A,920,704,449,203
0550076A,669,537,334,160
0550076B,1238,888,557,250
0550078A,1237,522,360,117
0550079A,1054,898,531,303
0550080A,1289,907,553,284
0550081A,374,371,187,149
0550084B,945,715,462,207
0550085A,990,766,434,255
0550086A,623,502,242,220
0600001A,1083,738,523,145
0600002A,1156,816,588,167
0600006A,1094,757,532,172
0600007A,866,565,423,102
